,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
81473,231101748,07/20/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 140251B,F,K,60,0,25-44,M,BLACK HISPANIC,991778,148367,40.57391411000003,-73.97290331099998,POINT (-73.97290331099998 40.57391411000003)
81488,231059383,07/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,K,75,0,25-44,F,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
81490,229438951,06/11/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,S,121,0,<18,M,BLACK,946145,171314,40.63682017700007,-74.13729526799993,POINT (-74.13729526799993 40.63682017700007)
81510,231684569,08/02/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,Q,115,0,25-44,M,ASIAN / PACIFIC ISLANDER,1014312,211534,40.74724566900005,-73.89150735199999,POINT (-73.89150735199998 40.74724566900005)
81511,230382948,07/03/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,9,0,25-44,M,BLACK,990372,201996,40.72111517900004,-73.97791574899995,POINT (-73.97791574899996 40.72111517900004)
81522,230095465,06/25/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,46,0,<18,M,BLACK,1011751,250275,40.85358740100002,-73.90059135599995,POINT (-73.90059135599995 40.85358740100002)
81532,230910720,07/16/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,Q,114,0,25-44,M,WHITE HISPANIC,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
81545,231712540,08/03/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,K,68,0,25-44,M,BLACK,980568,167575,40.62663861400005,-74.01326580399994,POINT (-74.01326580399994 40.62663861400005)
81561,231061483,07/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,75,0,45-64,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
81565,230815748,07/14/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,17,0,25-44,M,BLACK HISPANIC,992254,214997,40.75679820100004,-73.97111078699999,POINT (-73.97111078699999 40.75679820100004)
81576,231412757,07/27/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601501,F,K,75,0,18-24,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
81597,231697479,08/03/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,40,0,65+,M,BLACK,1006159,237173,40.81764185400005,-73.92084799399998,POINT (-73.92084799399998 40.81764185400005)
81631,230298339,07/01/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601504,F,B,42,0,25-44,M,BLACK HISPANIC,1011486,244484,40.83769363500005,-73.90157279399993,POINT (-73.90157279399993 40.83769363500005)
81632,230490969,07/06/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,75,0,25-44,M,WHITE HISPANIC,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
81653,229450171,06/12/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,44,0,25-44,M,BLACK HISPANIC,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
81666,230722651,07/11/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,40,0,25-44,M,WHITE HISPANIC,1007168,236692,40.81631908400004,-73.91720429499998,POINT (-73.91720429499998 40.81631908400004)
81674,230513819,07/07/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,75,0,18-24,F,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
81679,229623374,06/17/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601501,F,K,67,0,25-44,M,BLACK,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
81696,230183315,06/29/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,20,0,25-44,M,WHITE HISPANIC,991424,225786,40.786411907000065,-73.97409517999995,POINT (-73.97409517999995 40.78641190700006)
81704,229714533,06/18/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,5,0,18-24,M,WHITE HISPANIC,986417,201125,40.71872634600004,-73.99218406799997,POINT (-73.99218406799997 40.71872634600004)
81718,230392293,07/03/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,49,0,<18,M,BLACK HISPANIC,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
81720,231331072,07/25/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,33,0,25-44,F,WHITE,1002522,247219,40.84522350700007,-73.93396048499993,POINT (-73.93396048499993 40.84522350700007)
81728,229862029,06/21/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,14,0,25-44,F,UNKNOWN,987220,212676,40.750430768000044,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
81737,230107913,06/26/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601501,F,Q,106,0,18-24,M,ASIAN / PACIFIC ISLANDER,1035805,190283,40.68881771700006,-73.81410181699994,POINT (-73.81410181699994 40.68881771700006)
81743,230577602,07/08/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,K,73,0,<18,M,BLACK,1008228,183789,40.67111083400005,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
81754,230298119,07/01/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601504,F,B,42,0,<18,M,BLACK HISPANIC,1011486,244484,40.83769363500005,-73.90157279399993,POINT (-73.90157279399993 40.83769363500005)
81760,231523744,07/29/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,94,0,<18,M,WHITE HISPANIC,997245,204130,40.726965067000044,-73.95311662899995,POINT (-73.95311662899996 40.726965067000044)
81779,230707221,07/10/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,K,68,0,25-44,M,BLACK HISPANIC,978089,171431,40.63722114300003,-74.02219989499997,POINT (-74.02219989499997 40.63722114300003)
81780,230641051,07/09/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,48,0,18-24,M,BLACK,1015670,251491,40.85691187900005,-73.88641934399999,POINT (-73.88641934399999 40.85691187900005)
81784,230798960,07/13/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,23,0,<18,M,BLACK,999481,226053,40.78713453900008,-73.944999678,POINT (-73.944999678 40.78713453900008)
81788,231226252,07/23/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601502,F,B,52,0,25-44,M,BLACK HISPANIC,1013463,254828,40.866078512000065,-73.89438301399997,POINT (-73.89438301399997 40.86607851200006)
81789,231403455,07/27/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601502,F,K,63,0,18-24,M,BLACK,1000521,168264,40.62851560000007,-73.94138369799998,POINT (-73.94138369799998 40.62851560000007)
81794,231093144,07/20/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,75,0,45-64,M,BLACK,1018550,186754,40.67921511200007,-73.87633862899997,POINT (-73.87633862899997 40.67921511200007)
81807,231329875,07/25/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,46,0,25-44,M,BLACK,1011755,250279,40.85359836700008,-73.90057688099995,POINT (-73.90057688099995 40.85359836700008)
81816,229975870,06/23/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601501,F,Q,102,0,25-44,F,WHITE HISPANIC,1030452,195573,40.70336707600006,-73.83336760099995,POINT (-73.83336760099996 40.70336707600006)
81823,231246153,07/22/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,14,0,25-44,F,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
81884,230392548,07/03/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,49,0,<18,M,BLACK HISPANIC,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
81926,231279892,07/23/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,Q,114,0,25-44,M,BLACK,1011770,220091,40.77074071000004,-73.90064642399994,POINT (-73.90064642399994 40.77074071000004)
81932,230707227,07/10/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,Q,105,0,18-24,M,BLACK,1054457,195157,40.70206736400007,-73.74679501499998,POINT (-73.74679501499998 40.70206736400007)
81935,230125829,06/26/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,M,19,0,65+,M,BLACK,994264,219145,40.76818134800004,-73.96384945899997,POINT (-73.96384945899997 40.76818134800004)
81949,230760273,07/12/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,9,0,25-44,M,ASIAN / PACIFIC ISLANDER,987053,206686,40.73398976300007,-73.98988740399994,POINT (-73.98988740399994 40.73398976300007)
81953,231641437,08/01/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,25,0,25-44,M,BLACK,999656,230985,40.80067124200008,-73.94435640999995,POINT (-73.94435640999995 40.80067124200008)
81964,230810457,07/14/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,61,0,25-44,M,WHITE,996555,157899,40.600072210000064,-73.95569045399995,POINT (-73.95569045399996 40.600072210000064)
81967,231225016,07/22/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,44,0,18-24,M,WHITE HISPANIC,1004611,242195,40.83142951800004,-73.92642541099997,POINT (-73.92642541099997 40.83142951800004)
81978,230457826,07/05/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,47,0,45-64,M,BLACK,1026486,262591,40.88733281800006,-73.84725001299995,POINT (-73.84725001299995 40.88733281800006)
81983,230098667,06/25/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,47,0,45-64,M,BLACK,1025466,263475,40.88976394000007,-73.85093351599994,POINT (-73.85093351599994 40.88976394000007)
81994,230754683,07/12/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,73,0,18-24,F,BLACK,1008228,183789,40.67111083400005,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
82013,230931353,07/16/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,K,68,0,<18,M,WHITE HISPANIC,979006,169329,40.631452188000026,-74.01889425399997,POINT (-74.01889425399997 40.631452188000026)
82017,230584438,07/08/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,52,0,25-44,F,BLACK,1017440,256046,40.86940749200004,-73.87999831299999,POINT (-73.87999831299999 40.86940749200004)
82051,231593962,07/30/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,K,83,0,25-44,M,BLACK,1007128,193705,40.69833089400004,-73.91749507299994,POINT (-73.91749507299994 40.69833089400004)
82058,229418264,06/11/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,33,0,25-44,M,BLACK,1000125,244888,40.83883022800006,-73.94262953899994,POINT (-73.94262953899994 40.83883022800006)
82059,229912467,06/22/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,Q,102,0,18-24,F,WHITE,1031076,193779,40.69843969400005,-73.83112953899997,POINT (-73.83112953899997 40.69843969400005)
82072,230821585,07/14/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,Q,110,0,25-44,M,WHITE HISPANIC,1020237,210724,40.74500029700005,-73.87012832399995,POINT (-73.87012832399995 40.74500029700005)
82075,230817860,07/14/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,18,0,25-44,M,BLACK HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
82079,231626857,07/31/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,70,0,25-44,M,ASIAN / PACIFIC ISLANDER,995091,165289,40.620358155000076,-73.96095053599998,POINT (-73.96095053599998 40.620358155000076)
82083,231542456,07/29/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,6,0,45-64,M,BLACK,985280,203781,40.72601663000006,-73.99628535099998,POINT (-73.99628535099998 40.72601663000006)
82094,230848585,07/15/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,5,0,18-24,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
82111,231472273,07/28/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,K,63,0,25-44,M,BLACK,1008484,165834,40.621827558000064,-73.91270501199995,POINT (-73.91270501199995 40.621827558000064)
82117,229438805,06/11/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160050H,F,K,73,0,25-44,M,BLACK,1008228,183789,40.67111083400005,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
82123,231225015,07/22/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160101H,F,B,44,0,<18,M,BLACK HISPANIC,1004611,242195,40.83142951800004,-73.92642541099997,POINT (-73.92642541099997 40.83142951800004)
82133,231501372,07/28/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,23,0,25-44,F,WHITE HISPANIC,1000396,228434,40.793668119000074,-73.94168973399997,POINT (-73.94168973399997 40.793668119000074)
82139,230869266,07/15/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,46,0,45-64,M,WHITE HISPANIC,1012553,253496,40.86242554100005,-73.89767870399999,POINT (-73.89767870399999 40.86242554100005)
82143,231637892,07/31/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,K,75,0,25-44,M,BLACK,1013002,184767,40.673781007000045,-73.89634945599995,POINT (-73.89634945599995 40.67378100700005)
82165,229961248,06/23/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,17,0,25-44,F,BLACK,992254,214997,40.75679820100004,-73.97111078699999,POINT (-73.97111078699999 40.75679820100004)
82170,231331076,07/25/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,Q,107,0,18-24,M,BLACK,1036658,205330,40.73011306700005,-73.81090891499997,POINT (-73.81090891499997 40.73011306700005)
82173,230815745,07/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,34,0,25-44,M,WHITE HISPANIC,1002162,249364,40.851111636000034,-73.93525591199995,POINT (-73.93525591199995 40.851111636000034)
82199,231198363,07/22/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,102,0,45-64,M,WHITE HISPANIC,1031642,190873,40.69046039800003,-73.82910878299998,POINT (-73.82910878299998 40.69046039800003)
82209,230336389,07/02/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,52,0,<18,M,BLACK,1012132,253828,40.86333812000004,-73.89919934699995,POINT (-73.89919934699996 40.86333812000004)
82218,230075789,06/25/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601501,F,K,61,0,25-44,M,WHITE HISPANIC,1000566,156826,40.59712056600006,-73.94124921699995,POINT (-73.94124921699995 40.59712056600006)
82223,230392645,07/03/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,75,0,25-44,F,WHITE HISPANIC,1018885,176262,40.65041561900005,-73.87518474299998,POINT (-73.87518474299998 40.65041561900005)
82224,230951406,07/17/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,102,0,25-44,M,ASIAN / PACIFIC ISLANDER,1031076,193779,40.69843969400005,-73.83112953899997,POINT (-73.83112953899997 40.69843969400005)
82229,230213144,06/29/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,K,75,0,45-64,M,BLACK,1015676,177388,40.65351821100006,-73.88674399199994,POINT (-73.88674399199994 40.65351821100006)
82242,230923617,07/16/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,44,0,25-44,F,BLACK,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
82264,230827302,07/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,M,22,0,<18,M,BLACK,994537,224035,40.781602803000055,-73.962856404,POINT (-73.962856404 40.781602803000055)
82277,231674085,08/02/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,Q,102,0,65+,M,BLACK,1035310,194572,40.70059287300006,-73.81585419699995,POINT (-73.81585419699996 40.70059287300006)
82325,230213147,06/29/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,K,75,0,45-64,M,BLACK,1015676,177388,40.65351821100006,-73.88674399199994,POINT (-73.88674399199994 40.65351821100006)
82348,229411119,06/11/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601002,F,K,90,0,25-44,M,WHITE HISPANIC,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
82361,230576065,07/08/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,M,32,0,45-64,M,WHITE,999428,236544,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046)
82370,231155640,07/21/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,19,0,25-44,M,BLACK,996551,223272,40.779505997000065,-73.95558550399994,POINT (-73.95558550399994 40.77950599700006)
82387,230754718,07/12/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601502,F,M,14,0,25-44,M,WHITE,990454,213285,40.75210064200007,-73.97760951699999,POINT (-73.97760951699998 40.75210064200007)
82404,231652584,08/01/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,49,0,25-44,M,BLACK,1027651,252710,40.86020689700007,-73.84310066999996,POINT (-73.84310066999996 40.86020689700007)
82407,230918624,07/16/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,B,44,0,25-44,M,BLACK,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
82418,230107921,06/26/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601501,F,Q,106,0,18-24,M,ASIAN / PACIFIC ISLANDER,1035805,190283,40.68881771700006,-73.81410181699994,POINT (-73.81410181699994 40.68881771700006)
82419,229613618,06/16/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,13,0,25-44,M,WHITE,988972,207813,40.737082284000046,-73.98296229999994,POINT (-73.98296229999994 40.737082284000046)
82420,230298118,07/01/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601504,F,B,42,0,<18,M,BLACK HISPANIC,1011486,244484,40.83769363500005,-73.90157279399993,POINT (-73.90157279399993 40.83769363500005)
82423,230653683,07/09/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601504,F,B,45,0,<18,M,BLACK,1026319,244803,40.838510995000036,-73.84796564199995,POINT (-73.84796564199996 40.838510995000036)
82438,230222331,06/29/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601502,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
82449,229517261,06/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,84,0,25-44,M,WHITE HISPANIC,988897,192615,40.69536744700008,-73.98324342499996,POINT (-73.98324342499996 40.69536744700008)
82452,229517227,06/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,43,0,18-24,M,BLACK,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
82463,231106088,07/20/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,83,0,25-44,M,WHITE HISPANIC,1007128,193705,40.69833089400004,-73.91749507299994,POINT (-73.91749507299994 40.69833089400004)
82487,229861239,06/21/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,23,0,25-44,M,BLACK,1001995,229037,40.795320125000046,-73.93591331,POINT (-73.93591331 40.795320125000046)
82507,230931196,07/16/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,K,75,0,25-44,M,WHITE HISPANIC,1017701,184258,40.67236740900006,-73.87941193799999,POINT (-73.87941193799998 40.67236740900006)
82515,229438712,06/11/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,M,7,0,45-64,M,BLACK,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
82522,230858850,07/15/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
82536,230762680,07/12/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,41,0,18-24,F,WHITE HISPANIC,1013880,240034,40.82547196300004,-73.89294073699995,POINT (-73.89294073699995 40.82547196300004)
82540,229822248,06/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,K,71,0,<18,F,BLACK,999956,181228,40.66409999900003,-73.94338897799997,POINT (-73.94338897799997 40.66409999900003)
82563,231071310,07/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,40,0,18-24,M,BLACK HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
82567,230577618,07/08/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,Q,101,0,25-44,M,BLACK,1053648,159131,40.603190622000064,-73.75008340299998,POINT (-73.75008340299998 40.60319062200006)
82594,229543032,06/15/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,14,0,25-44,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
82596,231596358,07/31/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,14,0,25-44,M,BLACK,986685,215375,40.75783900300007,-73.99121211099998,POINT (-73.99121211099998 40.75783900300007)
82601,229486047,06/13/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,22,0,45-64,M,WHITE HISPANIC,996635,226582,40.788590949000024,-73.95527609799996,POINT (-73.95527609799996 40.78859094900002)
82635,230484962,07/06/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,M,13,0,25-44,M,BLACK,988972,207813,40.737082284000046,-73.98296229999994,POINT (-73.98296229999994 40.737082284000046)
82638,231195815,07/22/2021,223.0,"BURGLARY,RESIDENCE,NIGHT",107.0,BURGLARY,PL 1402502,F,S,122,0,18-24,M,WHITE,954801,148466,40.57414012800007,-74.10600776499997,POINT (-74.10600776499997 40.57414012800007)
82640,231590576,07/30/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,M,30,0,45-64,M,BLACK,996820,238309,40.820778078000046,-73.95458606299998,POINT (-73.95458606299998 40.820778078000046)
82647,230002044,06/24/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,7,0,18-24,M,BLACK,988392,199070,40.71308515700008,-73.98506058699995,POINT (-73.98506058699996 40.71308515700008)
82650,230516222,07/07/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,60,0,25-44,M,WHITE HISPANIC,989547,148969,40.57556809600004,-73.98093364699997,POINT (-73.98093364699997 40.57556809600004)
