,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
12026,237084679,11/29/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,113,3,25-44,M,BLACK,1046315,187088,40.67998073800004,-73.77623390699993,POINT (-73.77623390699993 40.67998073800004)
12083,237511063,12/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,68,0,25-44,M,WHITE HISPANIC,974568,162016,40.61137578700004,-74.03487276099996,POINT (-74.03487276099996 40.61137578700004)
12161,237963632,12/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,105,0,25-44,M,BLACK,1055450,196350,40.70533392100003,-73.74320109899995,POINT (-73.74320109899996 40.70533392100003)
12403,236979236,11/27/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,66,0,25-44,M,WHITE,992952,163201,40.61462938700004,-73.96865822499996,POINT (-73.96865822499996 40.61462938700004)
12456,236883323,11/24/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,47,0,25-44,M,BLACK,1023560,267137,40.89982364900004,-73.85780552799997,POINT (-73.85780552799997 40.89982364900004)
12480,237045196,11/29/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,112,0,25-44,M,WHITE HISPANIC,1024736,207570,40.736323910000074,-73.85391093799996,POINT (-73.85391093799996 40.736323910000074)
12498,237218594,12/01/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,S,123,0,25-44,M,WHITE HISPANIC,920274,124349,40.507761799000036,-74.23006473199997,POINT (-74.23006473199997 40.507761799000036)
12540,236070096,11/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,94,0,18-24,M,WHITE HISPANIC,1001135,201251,40.71905634000007,-73.93908907699995,POINT (-73.93908907699995 40.71905634000007)
12628,237670558,12/10/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,K,88,11,25-44,M,WHITE HISPANIC,995266,190743,40.69022360400004,-73.96027858599997,POINT (-73.96027858599997 40.69022360400004)
12731,238492229,12/31/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,66,0,45-64,F,WHITE HISPANIC,984350,174283,40.64505141500007,-73.99964109399998,POINT (-73.99964109399998 40.64505141500007)
12759,237333736,12/04/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,66,0,25-44,M,BLACK HISPANIC,984964,173796,40.64371467700005,-73.99742860799995,POINT (-73.99742860799995 40.64371467700005)
12780,236988465,11/27/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,M,34,3,25-44,F,WHITE HISPANIC,1000789,249447,40.85134212500003,-73.94021861399995,POINT (-73.94021861399995 40.85134212500003)
12795,236175390,11/12/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,B,45,0,18-24,M,WHITE HISPANIC,1027956,245587,40.840654894000075,-73.84204448699995,POINT (-73.84204448699995 40.840654894000075)
12829,237718318,12/12/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,63,0,25-44,M,BLACK,1001840,166040,40.62240866600007,-73.93663767799995,POINT (-73.93663767799995 40.62240866600007)
13192,237705735,12/11/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,72,0,25-44,F,WHITE,978440,174981,40.64696537000003,-74.02093827699997,POINT (-74.02093827699997 40.64696537000003)
13207,238492866,12/31/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,108,11,25-44,M,BLACK,995649,209676,40.742189672000045,-73.95886545899998,POINT (-73.95886545899998 40.742189672000045)
13244,236610326,11/20/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0,25-44,M,BLACK HISPANIC,937394,165614,40.62113293400005,-74.16878582599996,POINT (-74.16878582599996 40.62113293400005)
13289,238011867,12/18/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,M,7,0,25-44,M,WHITE HISPANIC,987086,201237,40.71903357000008,-73.98977062699998,POINT (-73.98977062699998 40.71903357000008)
13292,236018003,11/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,102,0,25-44,F,ASIAN / PACIFIC ISLANDER,1028646,189243,40.68600196400007,-73.83992289199995,POINT (-73.83992289199995 40.68600196400007)
13308,237784758,12/13/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1031454,210224,40.74357516600002,-73.82965100199993,POINT (-73.82965100199993 40.74357516600002)
13366,236250982,11/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,112,0,18-24,M,ASIAN / PACIFIC ISLANDER,1023868,206183,40.73252087200007,-73.85705120799997,POINT (-73.85705120799997 40.73252087200007)
13385,237863504,12/15/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,M,23,0,25-44,M,WHITE HISPANIC,999183,228508,40.793873362000056,-73.94607034999996,POINT (-73.94607034999996 40.793873362000056)
13432,237239405,12/02/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,K,63,0,25-44,M,WHITE HISPANIC,1004552,166476,40.62359959600008,-73.92686703999993,POINT (-73.92686703999993 40.62359959600008)
13468,236669075,11/21/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,K,83,0,25-44,M,BLACK HISPANIC,1003964,192948,40.69626071900007,-73.928907817,POINT (-73.928907817 40.69626071900007)
13502,238325418,12/27/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,K,66,0,25-44,M,WHITE HISPANIC,983904,169320,40.63142903100004,-74.00124799199995,POINT (-74.00124799199995 40.63142903100004)
13509,237745245,12/12/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,68,0,45-64,M,WHITE HISPANIC,977714,172199,40.63932887100003,-74.02355178599998,POINT (-74.02355178599998 40.63932887100003)
13513,236208406,11/13/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,109,0,25-44,M,WHITE HISPANIC,1030426,215653,40.75848180200006,-73.83332357499995,POINT (-73.83332357499995 40.75848180200006)
13545,238011857,12/18/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,46,0,25-44,M,BLACK,1011755,250279,40.85359836700008,-73.90057688099995,POINT (-73.90057688099995 40.85359836700008)
13580,236171468,11/12/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,97,18-24,M,UNKNOWN,1014972,211480,40.747095184000045,-73.88912565399994,POINT (-73.88912565399994 40.747095184000045)
13655,236255369,11/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,101,0,45-64,M,BLACK,1053158,159896,40.60529420700004,-73.75184019099999,POINT (-73.75184019099999 40.60529420700004)
13740,236919290,11/24/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,47,0,45-64,M,BLACK,1020184,259289,40.878297777000064,-73.87005961299997,POINT (-73.87005961299997 40.87829777700006)
13747,236253841,11/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,104,0,25-44,M,WHITE HISPANIC,1013087,195991,40.70458801400008,-73.89599498699994,POINT (-73.89599498699994 40.70458801400008)
13854,237431664,12/06/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,102,0,45-64,M,ASIAN / PACIFIC ISLANDER,1031808,190431,40.68924632200003,-73.82851331799998,POINT (-73.82851331799998 40.68924632200003)
14059,238248858,12/23/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,112,11,25-44,M,WHITE HISPANIC,1025401,202586,40.722640996000045,-73.85154182199994,POINT (-73.85154182199994 40.722640996000045)
14071,237012714,11/28/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,6,0,25-44,M,BLACK,984426,205257,40.73006794900005,-73.99936642599994,POINT (-73.99936642599994 40.73006794900005)
14073,236394237,11/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,123,0,65+,M,WHITE,917369,123376,40.505069682000055,-74.24050170899994,POINT (-74.24050170899994 40.505069682000055)
14083,237684086,12/11/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,45,97,25-44,M,WHITE HISPANIC,1032900,259442,40.87865678300005,-73.82407595999997,POINT (-73.82407595999997 40.87865678300005)
14089,238469537,12/31/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,75,0,25-44,M,BLACK HISPANIC,1015221,186875,40.679559503000064,-73.88834020199994,POINT (-73.88834020199994 40.679559503000064)
14125,237748131,12/13/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,M,25,4,25-44,M,WHITE HISPANIC,1003625,226929,40.78953081100008,-73.93003245799997,POINT (-73.93003245799997 40.78953081100008)
14187,236740455,11/21/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL1192U2C,M,B,47,0,25-44,M,BLACK,1029260,261521,40.88438229600007,-73.83722473099994,POINT (-73.83722473099994 40.88438229600007)
14194,236620181,11/20/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,75,0,45-64,M,BLACK HISPANIC,1019532,187935,40.68245282700008,-73.87279201699994,POINT (-73.87279201699994 40.68245282700008)
14270,236779659,11/22/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,46,0,18-24,M,WHITE HISPANIC,1013790,253301,40.86188627300004,-73.89320748999995,POINT (-73.89320748999995 40.86188627300004)
14431,236394647,11/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,23,0,45-64,M,BLACK,999057,227795,40.79191658100007,-73.94652697599996,POINT (-73.94652697599996 40.79191658100007)
14451,238312936,12/27/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,106,0,25-44,F,WHITE HISPANIC,1026682,184432,40.67280651000005,-73.84703475899995,POINT (-73.84703475899995 40.67280651000005)
14512,237630576,12/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,109,0,45-64,M,BLACK,1032243,224108,40.78167885800008,-73.82670453399999,POINT (-73.82670453399999 40.78167885800008)
14526,236584526,11/20/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,40,0,25-44,M,BLACK,1005658,238215,40.820503078000044,-73.92265469599994,POINT (-73.92265469599994 40.82050307800005)
14600,236557162,11/20/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,Q,103,0,25-44,M,WHITE HISPANIC,1043107,197170,40.70767533000002,-73.78771180999998,POINT (-73.78771180999998 40.70767533000002)
14650,237716838,12/12/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,K,75,0,45-64,M,BLACK,1018297,184609,40.67332855300003,-73.87726161199998,POINT (-73.87726161199998 40.67332855300003)
14653,236216699,11/13/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,B,52,0,25-44,F,WHITE HISPANIC,1015373,254376,40.86483138300008,-73.887479591,POINT (-73.887479591 40.86483138300008)
14683,236984253,11/27/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,123,0,18-24,M,WHITE HISPANIC,936500,143901,40.561530431000044,-74.17185273099993,POINT (-74.17185273099993 40.561530431000044)
14740,238061008,12/19/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,K,73,0,45-64,M,BLACK,1008231,183119,40.669271827000046,-73.91355493199995,POINT (-73.91355493199995 40.669271827000046)
14832,238464753,12/30/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,104,0,45-64,M,WHITE HISPANIC,1010686,192838,40.69594126800007,-73.90466704699999,POINT (-73.90466704699998 40.69594126800007)
14837,237323455,12/03/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,108,0,18-24,M,ASIAN / PACIFIC ISLANDER,1002260,208026,40.737649841000064,-73.93501252699998,POINT (-73.93501252699998 40.737649841000064)
14999,237360739,12/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,25,0,25-44,M,BLACK,1002526,229992,40.79794025800004,-73.93399294399995,POINT (-73.93399294399995 40.79794025800004)
15035,236126106,11/11/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,122,0,25-44,M,WHITE HISPANIC,952187,150108,40.578638023000046,-74.11542504899995,POINT (-74.11542504899995 40.578638023000046)
15090,236045210,11/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,M,34,0,18-24,M,WHITE HISPANIC,1001606,251324,40.85649236300002,-73.93726057999999,POINT (-73.93726057999999 40.85649236300002)
15174,237361934,12/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,105,0,18-24,M,BLACK HISPANIC,1042652,182122,40.666375145000075,-73.78948336699995,POINT (-73.78948336699995 40.666375145000075)
15251,236949121,11/26/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL1192E2C,F,Q,106,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032656,189569,40.68687573600005,-73.82546173899993,POINT (-73.82546173899993 40.68687573600005)
15282,238036836,12/19/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,75,0,25-44,M,BLACK,1012423,179549,40.65946062500007,-73.89845857399997,POINT (-73.89845857399997 40.65946062500007)
15390,237270386,12/02/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,120,0,25-44,M,ASIAN / PACIFIC ISLANDER,952671,166642,40.62402220400003,-74.11375999899997,POINT (-74.11375999899997 40.62402220400003)
15407,237517523,12/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,122,0,25-44,M,ASIAN / PACIFIC ISLANDER,959609,160934,40.60837694600008,-74.08874609399999,POINT (-74.08874609399999 40.60837694600008)
15429,237317340,12/04/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,111,0,25-44,M,WHITE HISPANIC,1055068,213954,40.753655466000055,-73.74439359899995,POINT (-73.74439359899996 40.753655466000055)
15518,237333739,12/04/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,Q,114,0,25-44,M,BLACK HISPANIC,1007961,219840,40.770062817000046,-73.91439887299998,POINT (-73.91439887299998 40.770062817000046)
15603,236818005,11/23/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,104,0,25-44,M,WHITE,1017845,198984,40.71278630000006,-73.87881938699995,POINT (-73.87881938699996 40.71278630000006)
15649,236290576,11/15/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,60,0,45-64,M,WHITE,994072,149467,40.576931150000064,-73.96464412799997,POINT (-73.96464412799997 40.576931150000064)
15729,236365096,11/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,78,0,45-64,M,WHITE HISPANIC,990503,187330,40.680860344000045,-73.97745676799997,POINT (-73.97745676799997 40.680860344000045)
15745,237221591,12/02/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,110,0,25-44,M,WHITE HISPANIC,1016428,210138,40.743406555000035,-73.88387737199997,POINT (-73.88387737199997 40.743406555000035)
15759,238423026,12/29/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,84,0,45-64,M,WHITE,986663,194909,40.70166483400004,-73.99129885799994,POINT (-73.99129885799994 40.70166483400004)
15898,236979128,11/27/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,104,0,25-44,M,WHITE HISPANIC,1009965,198471,40.71140464900003,-73.90724562999998,POINT (-73.90724562999998 40.71140464900003)
16006,236237340,11/14/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,Q,105,0,25-44,M,ASIAN / PACIFIC ISLANDER,1051685,203955,40.72623724300007,-73.75670424499998,POINT (-73.75670424499998 40.72623724300007)
16086,237153252,11/30/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,105,0,45-64,M,BLACK HISPANIC,1055363,195339,40.70255967500003,-73.74352555899995,POINT (-73.74352555899996 40.70255967500003)
16183,237364922,12/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,40,0,25-44,M,WHITE,1004591,233721,40.80817082700002,-73.92652336699997,POINT (-73.92652336699997 40.80817082700002)
16228,236354523,11/16/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,112,0,25-44,M,ASIAN / PACIFIC ISLANDER,1022411,205308,40.73012561900003,-73.86231332999995,POINT (-73.86231332999995 40.73012561900003)
16258,236848395,11/23/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,23,2,25-44,M,WHITE HISPANIC,1000866,226632,40.788721243000055,-73.93999677399995,POINT (-73.93999677399995 40.788721243000055)
16414,236619678,11/20/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,11,45-64,M,WHITE HISPANIC,1018714,214946,40.756594678000056,-73.87560301799994,POINT (-73.87560301799994 40.756594678000056)
16466,236363686,11/17/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,B,40,0,25-44,M,WHITE HISPANIC,1009015,235523,40.813105522000065,-73.91053585099995,POINT (-73.91053585099996 40.81310552200006)
16477,237633597,12/10/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,52,0,45-64,M,WHITE HISPANIC,1014219,257892,40.87448571600004,-73.89163602499997,POINT (-73.89163602499997 40.87448571600004)
16480,236982961,11/27/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,106,0,45-64,F,WHITE HISPANIC,1034581,183474,40.670135636000055,-73.81856621699995,POINT (-73.81856621699995 40.670135636000055)
16607,238344473,12/28/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,66,0,45-64,M,BLACK HISPANIC,990406,170389,40.63436107900003,-73.97782195499997,POINT (-73.97782195499997 40.63436107900003)
16638,237679651,12/11/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,77,0,25-44,M,BLACK,1004308,185447,40.67567142000007,-73.92768959599994,POINT (-73.92768959599994 40.67567142000007)
16642,236691942,11/21/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,40,0,25-44,M,BLACK HISPANIC,1003469,235619,40.81338282000007,-73.93057094799997,POINT (-73.93057094799997 40.81338282000007)
16681,236317088,11/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,M,19,0,25-44,M,WHITE HISPANIC,994244,218713,40.76699564200004,-73.96392230399994,POINT (-73.96392230399994 40.76699564200004)
16836,238257306,12/24/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,102,0,25-44,M,BLACK,1022866,188781,40.684760985000025,-73.86076643499997,POINT (-73.86076643499997 40.684760985000025)
16877,237844680,12/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,81,0,25-44,M,BLACK,1001964,186902,40.67967006600002,-73.93613621099996,POINT (-73.93613621099996 40.67967006600002)
16985,238221145,12/23/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,B,47,0,25-44,M,BLACK HISPANIC,1021485,260564,40.88179186000008,-73.86534795399997,POINT (-73.86534795399997 40.88179186000008)
16992,238276432,12/25/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,33,0,45-64,M,WHITE,1001891,245600,40.84078110900003,-73.936245382,POINT (-73.936245382 40.84078110900003)
17029,237682652,12/11/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,72,0,25-44,M,WHITE HISPANIC,981657,177082,40.65273368600003,-74.00934634999999,POINT (-74.00934634999999 40.65273368600003)
17086,237856098,12/15/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,6,0,18-24,F,ASIAN / PACIFIC ISLANDER,984593,207883,40.73727567000003,-73.99876374299998,POINT (-73.99876374299998 40.73727567000003)
17136,237967021,12/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,M,33,0,45-64,M,BLACK,1000385,244744,40.83843451800004,-73.94169025199994,POINT (-73.94169025199994 40.83843451800004)
17213,236949123,11/26/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,0,25-44,M,WHITE HISPANIC,1017904,212282,40.74928579900006,-73.87854005699995,POINT (-73.87854005699995 40.74928579900006)
17424,238106245,12/21/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,28,0,25-44,F,WHITE,997624,230419,40.79912103500004,-73.95169693099997,POINT (-73.95169693099997 40.79912103500004)
17444,236248167,11/13/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,69,0,45-64,M,BLACK,1010149,171341,40.636938394000026,-73.90668617299998,POINT (-73.90668617299998 40.636938394000026)
17453,237678907,12/11/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,52,0,25-44,F,WHITE HISPANIC,1016538,256480,40.87060203400005,-73.88325752599997,POINT (-73.88325752599997 40.87060203400005)
17457,237348093,12/04/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,113,3,45-64,M,BLACK,1046315,187088,40.67998073800004,-73.77623390699993,POINT (-73.77623390699993 40.67998073800004)
17514,238011209,12/18/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,111,0,25-44,M,WHITE HISPANIC,1048659,216392,40.76039613900008,-73.76750253499995,POINT (-73.76750253499995 40.76039613900008)
17579,236250980,11/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,102,0,45-64,M,WHITE HISPANIC,1027122,192579,40.69516601600003,-73.84539673499995,POINT (-73.84539673499995 40.69516601600003)
